id,genreNo,genreName,skillName,hurigana,champEvaluation,teamEvaluation,type,anotherSkill,effect,EvaluationSentence,needPint,evaluationPoint,evaluationEfficiency
246,5,金スキル,スピードスター,すぴーどすたー,4,4,ノーマル,抜け出し準備,最終コーナーで抜け出しやすくなる＜作戦・先行＞,速度を上げる効果。取得に必要なPtは高いが、発動率しやすく発動位置が最終コーナーに限定されているため効果も活かしやすい。,360,320,1.62
247,5,金スキル,先陣の心得,せんじんのこころえ,3,3,ノーマル,リードキープ,レース中盤に差をつけ先頭だとリードを保ちやすい＜長距離＞,速度を上げる効果。発動条件がやや厳しく、安定しづらい。中盤速度スキルと賢さを増やすことで発動条件を満たしやすくなる。,320,320,1.82
248,5,金スキル,全身全霊,ぜんしんぜんれい,4,4,ノーマル,末脚,ラストスパートで速度が上がる,発動率が高く、終盤の後半に発動するので、ゴール直前に発動する可能性を除けば効果を活かしやすい。どの作戦でも使える汎用性の高さも優秀。,340,291,1.71
249,5,金スキル,脱出術,だっしゅつじゅつ,5,5,ノーマル,急ぎ足,レース中盤で前に行きやすくなる＜作戦・逃げ＞,速度を上げる効果。発動しやすく、逃げの先頭争いに役立つ優秀な速度スキル。,360,320,1.62
250,5,金スキル,チャート急上昇！,ちゃーときゅうじょうしょう,5,4,ノーマル,レコメンド,レース中盤に競り合うと速度が上がる<ダート>,どの作戦でも発動できるが、同じ作戦のウマ娘が多いと発動しやすい。レース中盤で先頭争いが発生する逃げは特に発動率が高い。,360,291,1.62
251,5,金スキル,電撃の煌めき,でんげきのきらめき,2,3,ノーマル,詰め寄り,レース終盤に後ろの方だとスパートしやすくなる＜短距離＞,速度上昇と若干の加速力上昇効果。発動条件が厳しめなので、差しや追込でも発動率はやや低め。,320,320,1.82
252,5,金スキル,怒涛の追い上げ,どとうのおいあげ,5,5,ノーマル,追い上げ,レース終盤で追い抜くと速度が上がる＜長距離＞,終盤で順位を上げていく後ろの作戦ほど相性が良い。発動率、タイミングともに優秀な速度スキル。,320,320,1.82
253,5,金スキル,内的体験,ないてきたいけん,4,4,ノーマル,内弁慶,最終コーナーで内ラチ側にいると速度が上がる＜長距離＞,長距離では最終コーナーでの速度アップはタイミングが良くなることが多い。コースの内側にいる必要があるが、どの作戦でも比較的発動しやすい。,320,320,1.82
254,5,金スキル,昇り龍,のぼりりゅう,4,4,ノーマル,外差し準備,最終コーナーで外から追い抜くと速度が上がる＜作戦・差し＞,最終コーナーの位置によって恩恵と発動率が影響される。最終コーナーが終盤に含まれる長距離ほど相性が良い。取得に必要なPtが高いためチーム競技場には不向き。,360,320,1.62
255,5,金スキル,ハヤテ一文字,はやていちもんじ,4,5,ノーマル,直線巧者,直線で速度が上がる,汎用性が高く、発動しやすい速度スキル。作戦や距離の条件がある直線スキルよりも取得に必要なPtが高いので優先度は低め。,340,291,1.71
256,5,金スキル,博打うち,ばくちうち,2,3,ノーマル,あやしげな作戦,レース後半に速度がすごく上がるがすごく疲れてしまうことがある,レース後半のランダムな地点で発動する。発動しやすく必要なPtも低いため競技場に向いているが、確率でスタミナを減少する場合がある。スタミナに余裕がない場合は非推奨。,240,205,1.71
257,5,金スキル,百万バリキ,ひゃくまんばりき,5,5,ノーマル,十万バリキ,上り坂で速度が上がる＜作戦・差し＞,発動タイミングはランダムな上り坂。必要Ptが低く、発動しやすいので競技場で特におすすめ。,240,226,1.71
258,5,金スキル,マイルの支配者,まいるのしはいしゃ,5,5,ノーマル,積極策,レース序盤に前方にいると差を広げやすくなる＜マイル＞,速度を上げる効果。発動条件は逃げ先行と相性が良く、発動率も高い。,320,320,1.82
259,5,金スキル,烈風一閃,れっぷういっせん,5,5,ノーマル,長距離直線◎,直線で速度が上がる＜長距離＞,『長距離直線◎』の上位スキル。発動率が高く競技場に向いているが、スキルを3段階習得する必要があり、取得に必要な合計Ptは360と高め。下位スキルのヒントLvを上げてから習得したい。,360,271,1.64
260,5,金スキル,アオハル燃焼・力,あおはるねんしょうちから,5,3,ノーマル,アオハル点火・力,レース終盤にアオハル魂が燃えレース中のチームメンバーのパワー合計が高いほど加速力が上がる,どの脚質でも使える終盤加速スキル。発動タイミングがスパート開始と重なれば強力。取得に必要なPtが非常に高いためチーム競技場には不向き。,400,370,1.85
261,5,金スキル,アクセル全開！,あくせるぜんかい,3,4,ノーマル,アクセラレーション,レース中盤に追い抜くと加速力が上がる＜マイル＞,中盤の加速効果は有効に活かしにくいので優先度は低い。中盤で発動する他の速度スキルとは相性が良く、終盤直前で発動した場合は強力。,320,320,1.82
262,5,金スキル,一陣の風,いちじんのかぜ,4,5,ノーマル,直線加速,直線で加速力が上がる,汎用性が高く、発動しやすい加速スキル。発動タイミングがランダムなので効果を活かせる場面は少なめ。,340,291,1.71
263,5,金スキル,曲線のソムリエ,きょくせんのそむりえ,4,5,ノーマル,コーナー加速◯,華麗なコーナーワークで加速力が上がる,汎用性が高く、発動しやすい加速スキル。発動タイミングがランダムなので効果を活かせる場面は少なめ。,360,291,1.62
264,5,金スキル,技巧派,ぎこうは,3,5,ノーマル,巧みなステップ,コース取りが少しスムーズになる＜作戦・先行＞,左右に動いた時に加速力を上げる効果。効果は活かしづらいが、発動率が非常に高く必要Ptも低いので競技場向きのスキル。,240,129,0.98
265,5,金スキル,くじけぬ精神,くじけぬせいしん,1,1,ノーマル,まき直し,レース中盤に後ろの方にいると加速力が少し上がる＜作戦・先行＞,発動条件を意図的に満たしにくく発動しづらい。中盤での加速力上昇効果も活かしにくいため、評価点を上げる目的以外で取得はおすすめしない。,240,129,0.98
266,5,金スキル,決意の直滑降,けついのちょっかっこう,5,5,ノーマル,直滑降,下り坂が少し得意になる＜作戦・先行＞,加速力を上げる効果。発動タイミングはランダムな下り坂。中盤後半~終盤前半が下り坂のコースでおすすめ。必要Ptが低く発動しやすいので競技場向き。,240,129,0.98
267,5,金スキル,豪脚,ごうきゃく,5,3,ノーマル,上昇気流,レース終盤に後ろの方だと追い抜く力が上がる＜マイル＞,加速力を上げる効果。差しや追込と相性が良いが、モブウマ娘が多いレースでは発動条件を満たしにくいことも。,320,320,1.82
268,5,金スキル,スプリントターボ,すぷりんとたーぼ,5,5,ノーマル,スプリントギア,直線で加速力が上がる＜短距離＞,汎用性が高く、発動しやすい。短距離向けに育成する場合の優先度は高い。,320,320,1.82
269,5,金スキル,迫る影,せまるかげ,5,4,ノーマル,直線一気,ラストスパートの直線で加速力が上がる＜作戦・追込＞,終盤突入地点が直線のコースと相性が良い。ラストスパートを開始するタイミングで加速力を上げられるため非常に強力。,360,320,1.62
270,5,金スキル,先手必勝,せんてひっしょう,5,5,ノーマル, 先駆け,レース序盤で前に行きやすくなる＜作戦・逃げ＞,加速力を上げる効果。スタートと同時に加速力を上げられるので、逃げの先頭争いにおいて非常に重要。必要Ptが低いのでチーム競技場でもおすすめ。,240,129,0.98
271,5,金スキル,逃亡者,とうぼうしゃ,4,3,ノーマル,押し切り準備,最終コーナーで先頭をキープしやすくなる＜作戦・逃げ＞,加速力を上げる効果。ラストスパート開始タイミングと重なれば強力。発動に条件があり、取得に必要なPtが高いためチーム競技場にはやや不向き。,360,320,1.62
272,5,金スキル,努力家,どりょくか,3,5,ノーマル,がんばり屋,追い抜こうとするときしばらくの間加速力が少し上がる＜作戦・差し＞,加速力を上げる効果。効果は活かしづらいが、非常に発動しやすく必要Ptが低いので競技場向きのスキル。,240,129,0.98
273,5,金スキル,乗り換え上手,のりかえじょうず,5,3,ノーマル,差し切り体勢,レース終盤で加速力が上がる＜作戦・差し＞,発動タイミングは終盤の中でランダムだが、ラストスパート開始と重なれば非常に強力。表記されていないが前方にいると発動しない点に注意。,360,320,1.62
274,5,金スキル,ノンストップガール,のんすとっぷがーる,5,4,ノーマル,垂れウマ回避,ラストスパートで前が塞がれた時の立ち回りがうまくなる,左右への移動と加速力が上がる効果。効果が非常に優秀で逃げ以外なら発動率も高め。取得に必要なPtも低いので様々なレースでおすすめのスキル。,300,220,1.47
275,5,金スキル,プランX,ぷらんX,4,5,ノーマル,善後策,レース終盤が迫ったとき前の方にいると抜かしやすくなる＜短距離＞,加速力を上げる効果。レース中盤の後半ランダムな地点で発動する。終盤直前に発動すれば非常に強力。発動条件は先行と相性が良く、先頭だと発動しないため逃げは要注意。,320,320,1.82
276,5,金スキル,ライトニングステップ,らいとにんぐすてっぷ,4,5,ノーマル,イナズマステップ,レース中盤に後ろの方にいるとしばらくの間囲まれにくくなる＜中距離＞,左右への移動と加速力が上がる効果。発動条件は後ろに位置取る差しや追込と相性が良い。加速力も上がるため、終盤直前に発動すると強力。,280,242,1.57
277,5,金スキル,アオハル燃焼・賢,あおはるねんしょうけん,3,2,ノーマル,アオハル点火・賢,レース序盤にアオハル魂が燃えレース中のチームメンバーの賢さ合計が高いほど先を見据えたコース取りを行う,序盤で左右に動きやすくなり、視野が広がるスキル。逃げ/先行向きで、差し/追込には非推奨。取得に必要なPtが非常に高いためチーム競技場には不向き。,400,370,1.85
278,5,金スキル,シックスセンス,しっくすせんす,2,3,ノーマル,危険回避,レース序盤に囲まれにくくなる＜作戦・逃げ＞,序盤で前か横を塞がれると左右に動きやすくなるスキル。発動しにくいので優先度は低い。,220,226,1.86
279,5,金スキル,準備万全！,じゅんびばんぜん,4,5,ノーマル, 仕掛け準備,レース中盤でしばらくの間ゴールに向けて準備を整える＜短距離＞,左右への移動と加速力が上がる効果。発動タイミングは中盤ランダムだが、終盤直前に発動すれば強力。取得に必要なPtが低いため競技場でのスコア稼ぎにおすすめ。,280,242,1.57
280,5,金スキル,注目の踊り子,ちゅうもくのおどりこ,3,5,ノーマル,ポジションセンス,レース序盤にコース取りがすごくうまくなる,左右に移動しやすくなる効果。序盤から前めの位置取りを目指す逃げ先行と相性が良い。取得に必要なPtが低いので競技場でおすすめ。,240,205,1.71
281,5,金スキル,狙うは最前列！,ねらうはさいぜんれつ,3,4,ノーマル, 前列狙い,レース終盤に前を目指す体勢をとる<ダート>,左右への移動と加速力が上がる効果。発動条件が特にないので発動しやすく、取得に必要なPtも低いためチーム競技場で特に強力。,280,220,1.57
282,5,金スキル,レーンの魔術師,れーんのまじゅつし,5,5,ノーマル,臨機応変,レース終盤にコース取りがうまくなる,左右に移動しやすくなる効果。終盤で後ろから順位を上げていく差しや追込と特に相性が良い。取得に必要なPtが低いので競技場でおすすめ。,240,205,1.71
283,5,金スキル,視界良好！異常なし！,しかいりょうこういじょうなし,3,5,ノーマル,お見通し,左右に移動すると状況を把握して視野が少し広くなる＜作戦・追込＞,序盤で発動することがほとんどなので勝敗には影響しにくいが、取得に必要なPtが低いため競技場でおすすめ。,220,274,2.26
284,5,金スキル,千里眼,せんりがん,2,5,ノーマル,ホークアイ,レース序盤に観察力が高まり視野を広く持てる＜中距離＞,勝敗には影響しにくいが、取得に必要なPtが低いため競技場のスコア稼ぎ目的では非常におすすめ。,220,226,1.86
285,5,金スキル,大局観,たいきょくかん,2,5,ノーマル,読解力,レース中盤に観察力が高まり視野を広く持てる＜作戦・差し＞,勝敗には影響しにくいが、取得に必要なPtが低いため競技場のスコア稼ぎ目的では非常におすすめ。,240,274,2.08
286,5,金スキル,天命士,てんめいし,2,5,ノーマル, 策士,レース終盤に後ろの方にいると視野が広くなる＜作戦・追込＞,終盤発動なので他の視野スキルよりも勝敗に影響しやすいが、他のウマ娘の作戦やレース展開に発動率が左右される。取得に必要なPtが低いため競技場でおすすめ。,220,274,2.26
287,5,金スキル,コンセントレーション,こんせんとれーしょん,5,5,ノーマル,集中力,スタートが得意になり出遅れる時間が少なくなる,ゲートから出る時間を短縮して出遅れる確率を減らせる。スタートダッシュが重要な短距離や作戦逃げなら優先度は高い。,280,265,1.89
288,5,金スキル,一番星,いちばんぼし,4,3,ノーマル,綺羅星,レース後半に呼吸を整え前へ踏み込む育成で重ねた勝利の数だけ効果が高まる,速度&加速力UPに加えて回復する効果。発動タイミングはレース後半のランダムで、終盤に差し掛かる直前で発動できると強力。育成中のレース勝利数によって効果が増える。,400,370,1.85
289,5,金スキル,日本一のウマ娘,にほんいちのうまむすめ,5,5,レア,なし,期待を背負った強い想いが力に変わり最終コーナーで速度が上がる＜長距離＞,長距離では最終コーナーと終盤到達地点の間に距離があるため、スパートの加速を終えた有効タイミングで発動しやすく発動率も高い。下位スキルと因子は存在しない。,360,559,1.41
290,6,金水スキル,VIP顔パス,VIPかおぱす,5,5,レア,パス上手,追い抜く気持ちが湧き疲れにくくなる＜長距離＞,レース全体が対象なので非常に発動しやすく汎用性も高い。ただし序盤から先頭を走る可能性がある逃げとは相性が悪い。,320,320,1.82
291,6,金水スキル,アオハル燃焼・体,あおはるねんしょうからだ,4,2,ノーマル,アオハル点火・体,レース中盤にアオハル魂が燃えレース中のチームメンバーのスタミナ合計が高いほど持久力が回復する,発動タイミングがレース中盤と優秀な回復スキル。長距離レースでおすすめ。取得に必要なPtが非常に高いためチーム競技場には不向き。,400,370,1.85
292,6,金水スキル,円弧のマエストロ,えんこのまえすとろ,5,5,ノーマル,コーナー回復◯,無駄のないコーナリングで持久力が回復する,汎用性が高く、発動しやすい。コーナーでの回復は無駄にならないため非常に優秀。,340,291,1.71
293,6,金水スキル,火事場のバ鹿力,かじばのばしかりょく,2,3,ノーマル,別腹タンク,力尽きそうになったとき走る気力が復活する＜長距離＞,スタミナが一定以下になった時に発動する回復スキル。発動タイミングが終盤になるので優先度は低い。,320,320,1.82
294,6,金水スキル,神業ステップ,かみわざすてっぷ,5,5,ノーマル,軽やかステップ,左右に動いても疲れにくくなる＜中距離＞,左右に動いた時にスタミナを回復するスキル。発動しやすいがタイミングは序盤になることが多い。最序盤以外で左右に動くことが少ない逃げとは相性が悪い。,320,320,1.82
295,6,金水スキル,切り開く者,きりひらくもの,5,5,ノーマル,前途洋々,レース中盤に前の方にいると疲れにくくなる＜中距離＞,発動条件は逃げと最も相性が良く、先行でも発動を狙える。発動タイミングが優秀な回復スキル。,320,320,1.82
296,6,金水スキル,食いしん坊,くいしんぼ,5,5,ノーマル,栄養補給,レース中盤に持久力が回復する＜作戦・先行＞,レース中盤での回復は無駄にならないうえに、難しい発動条件もないため非常に優秀な回復スキル。,360,320,1.62
297,6,金水スキル,クールダウン,くーるだうん,3,5,ノーマル,深呼吸,直線に入ると息を入れて疲れにくくなる＜長距離＞,汎用性が高く、発動しやすい回復スキル。発動タイミングがランダムなのでラストスパートに活かせないことも。,320,320,1.82
298,6,金水スキル,慧眼,けいがん,5,5,ノーマル, 展開窺い,レース中盤が迫ったとき後ろの方だと疲れにくくなり前の速度を少し下げる＜マイル＞,自身の回復と前方の速度を下げる効果。発動条件は差しや追込と相性が良い。,320,320,1.82
299,6,金水スキル,下校後のスペシャリスト,げこうごのすぺしゃりすと,5,4,ノーマル, 下校の楽しみ,下り坂で疲れにくくなる＜作戦・追込＞,下り坂さえあれば発動条件は満たせるが、下り坂が存在しないコースがある点には注意。,340,320,1.71
300,6,金水スキル,好転一息,こうてんひといき,3,5,ノーマル,直線回復,直線で持久力が回復する,汎用性が高く、発動しやすい回復スキル。発動タイミングがランダムなので効果を活かせないことも。,340,291,1.71
301,6,金水スキル,じゃじゃウマ娘,じゃじゃうまむすめ,5,5,ノーマル,勢い任せ,上り坂で疲れにくくなる＜作戦・逃げ＞,上り坂はほとんどのコースにあるので発動しやすく優秀。ただし上り坂の位置には注意が必要。,360,320,1.62
302,6,金水スキル,潜伏態勢,せんぷくたいせい,4,4,ノーマル,静かな呼吸, レース中盤が迫ったとき後方にいると持久力を回復する＜作戦・差し＞,発動タイミングと発動率ともに優秀な回復スキル。発動条件は自然に満たしやすい。,360,320,1.62
303,6,金水スキル,泰然自若,たいぜんじじゃく,5,5,ノーマル,マイペース,レース中盤初めの方に中団にいると速度をわずかに落として持久力をすごく回復する＜長距離＞,発動条件は差しと非常に相性が良いが、先行や追込でも発動を狙える。速度をわずかに落とす効果がある代わりに回復効果が高い。,340,320,1.71
304,6,金水スキル,どこ吹く風,どこふくかぜ,3,3,ノーマル,ウマ込み冷静,レース中盤に囲まれると持久力が回復する,発動タイミングは優秀だが、発動率は同じ作戦のウマ娘の数やレース展開に左右され安定しにくいため、他の回復スキルよりも優先度は低い。,340,291,1.71
305,6,金水スキル,眠れる獅子,ねむれるしし,4,4,ノーマル,後方待機,レース中盤に脚を溜めて疲れにくくなる＜作戦・追込＞,発動タイミングが優秀な回復スキル。後方でないと発動しないため、他のウマ娘の作戦やレース展開に発動率が左右される。,360,320,1.62
306,6,金水スキル,鋼の意志,はがねのいし,2,2,ノーマル, 隠れ蓑,レース序盤または中盤に前が詰まった時に強い意思を保ち持久力が回復する,前が詰まる条件が意図的に狙いにくく、避けたい展開なので優先度は低い。,320,291,1.82
307,6,金水スキル,不屈の心,ふくつのこころ,4,3,ノーマル,ペースキープ,レース中盤に追い抜かれると持久力が回復する,比較的発動しやすいが、レース展開に左右され安定はしにくい。他の優秀な回復スキルに比べると優先度はやや低め。,340,291,1.71
308,6,金水スキル,余裕綽々,よゆうしゃくしゃく,5,4,ノーマル,スタミナキープ,レース中盤が迫ったとき疲れにくくなる＜作戦・先行＞,レース序盤での回復は無駄になりにくく、発動率も高い優秀な回復スキル。,360,320,1.62
309,6,金水スキル,リラックス,りらっくす,1,3,ノーマル,小休憩,レース終盤に持久力が回復する＜作戦・差し＞,終盤での回復はラストスパートに活かせないので、優先度は低い。,360,320,1.62
310,6,金水スキル,冷静沈着,れいせいちんちゃく,2,1,ノーマル,冷静,前が詰まった時に落ち着いて態勢を立て直す＜作戦・追込＞,発動率はレース展開に左右され、安定しにくい。前が詰まる状況は避けたいので他の回復スキルよりも優先度は低い。,360,320,1.62
311,6,金水スキル,レースプランナー,れーすぷらんなー,5,5,ノーマル,好位追走,レース中盤で疲れにくくなる＜作戦・先行＞,レース中盤での回復は無駄にならないうえに、難しい発動条件もないため非常に優秀な回復スキル。,360,320,1.62
312,7,金赤スキル,独占力,どくせんりょく,5,3,ノーマル,束縛,レース終盤に後ろの方にいると前の速度を下げる＜中距離＞,相手の作戦に関係なく複数を対象にできる点が優秀な速度デバフ。発動条件は差しや追込と相性が良い。,320,320,1.82
313,7,金赤スキル,悩殺術,のうさつじゅつ,4,4,ノーマル,後方釘付,レース序盤に前の方にいると後方のウマ娘が萎縮する＜短距離＞,速度を減少させる効果。発動条件は逃げや先行と相性が良く、発動率も高め。,340,271,1.45
314,7,金赤スキル,スタミナグリード,すたみなぐりーど,5,5,ノーマル,スタミナイーター,レース中盤で後ろの方にいると前方の持久力をわずかに奪う＜長距離＞,デバフ効果と回復効果を持つスキル。発動条件は差しや追込と相性が良い。長距離で重要なスタミナに差をつけられるので非常に強力。,320,268,1.53
315,7,金赤スキル,八方にらみ,はっぽうにらみ,5,4,ノーマル,鋭い眼光,レース終盤に他のウマ娘が動揺する＜作戦・差し＞,スタミナを下げるデバフスキル。スタミナ切れによる失速を狙える。相手の作戦に関係なく複数を対象にできる点が優秀。表記されていないが、順位が後ろの方でないと発動しない。,360,320,1.62
316,7,金赤スキル,見惚れるトリック,みとれるとりっく,4,2,ノーマル,トリック（前）,レース中盤に前の方にいると後ろの掛かったウマ娘が疲れる,掛かり状態のウマ娘が対象のスタミナ減少デバフ。発動条件は逃げか先行と相性が良い。,280,291,2.08
317,7,金赤スキル,魅惑のささやき,みわくのささやき,3,2,ノーマル,ささやき,レース中盤にすぐ前のウマ娘を戸惑わせる＜中距離＞,スタミナを下げるデバフスキル。どの作戦でも使うことができ、汎用性は高い。,320,320,1.82
318,7,金赤スキル,奇術師,きじゅつし,4,5,ノーマル,目くらまし,レース終盤で前方のウマ娘の視野が狭くなる＜長距離＞,前のウマ娘の視野を狭くすることで、主にコース取りへの影響を期待できる。取得に必要なPtが低いため競技場でおすすめ。,220,226,1.86
319,7,金赤スキル,幻惑のかく乱,げんわくのかくらん,5,5,ノーマル,かく乱,レース終盤に前の方にいると後方の視野が少し狭くなる＜作戦・先行＞,主に差しや追込に対して、視野を狭くすることで終盤のコース取りへの影響を期待できる。取得に必要なPtが低く、発動しやすいので競技場でおすすめ。,220,274,2.26
320,7,金赤スキル,布陣,ふじん,5,3,ノーマル,布石,レース序盤に後ろにいると前の動きを鈍くする＜マイル＞,加速力を減少させる効果。発動条件は差しや追込と相性が良い。逃げウマ娘への対策として有効で、チームレースで味方の逃げウマ娘を有利にできる。,320,320,1.82
321,8,金緑スキル,初嵐,はつあらし,5,1,ノーマル, 秋ウマ娘◎,秋のレースが得意になりスピードとパワーが上昇する,『秋ウマ娘◎』の上位スキル。スピードとパワーが上昇する。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで非常に強力。,330,287,2.21
322,8,金緑スキル,春一番,はるいちばん,5,1,ノーマル,春ウマ娘◎,春のレースが得意になりスピードとパワーが上昇する,『春ウマ娘◎』の上位スキル。スピードとパワーが上昇する。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで非常に強力。,330,287,2.21
323,8,金緑スキル,右回りの鬼,みぎまわりのおに,5,3,ノーマル,右回り◎,右回りコースが得意になりスピードとパワーが上昇する,『右回り◎』の上位スキル。スピードとパワーが上昇する。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで非常に強力。競技場でもアイテム使用で発動を狙える。,330,287,2.21
324,8,金緑スキル,淀の申し子,よどのもうしご,5,2,ノーマル, 京都レース場◎,京都レース場が得意になりスタミナと賢さが上昇する,『京都レース場◎』の上位に当たるスキルで賢さも上昇する。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで非常に強力。,330,287,2.21
325,8,金緑スキル,良バ場の鬼,りょうばじょうのおに,5,4,ノーマル, 良バ場◎,「良」のバ場状態が得意になりパワーとスピードが上昇する,『良バ場◎』の上位スキル。スピードとパワーが上昇する。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで非常に強力。競技場でもアイテム使用で発動を狙える。,330,287,2.21
326,8,金緑スキル,スーパーラッキーセブン,すーぱーらっきーせぶん,3,2,ノーマル,ラッキーセブン,枠番が7の時に良いことが起きる場合がある,スピード/スタミナ/パワーを上げる効果。発動できれば強力だが、発動率が非常に低い一か八かのスキル。,220,160,1.45
327,8,金緑スキル,大逃げ,だいにげ,5,5,レア,なし,通常の逃げの作戦よりさらに大きく後続を引き離して、そのまま逃げ切ろうとする＜作戦・逃げ＞,作戦が大逃げという扱いになり、通常の逃げよりも更に序盤から前を目指すようになる。大逃げが発動しても通常の逃げ用スキルは発動可能。,200,407,1.85
328,9,固有スキル,113転び114起き,113ころび114おき,5,4,固有,なし,最終コーナーで先頭から離されているとその距離が遠いほど頑張り続けて速度を少しずつ上げる,ハルウララ(新衣装)の固有スキル。先頭から離れていることが発動条件なので差し追込と相性が良く、距離が開いているほど持続時間が長くなる。短距離/マイルでは中盤の速度スキルとして機能しやすい。,200,180,0.9
